DATE,DGS1
2/6/2014,0.13
2/7/2014,0.12
2/10/2014,0.12
2/11/2014,0.12
2/12/2014,0.12
2/13/2014,0.12
2/14/2014,0.11
2/17/2014,.
2/18/2014,0.12
2/19/2014,0.11
2/20/2014,0.12
2/21/2014,0.12
2/24/2014,0.11
2/25/2014,0.11
2/26/2014,0.11
2/27/2014,0.11
2/28/2014,0.12
3/3/2014,0.12
3/4/2014,0.12
3/5/2014,0.13
3/6/2014,0.12
3/7/2014,0.13
3/10/2014,0.12
3/11/2014,0.13
3/12/2014,0.12
3/13/2014,0.12
3/14/2014,0.12
3/17/2014,0.13
3/18/2014,0.13
3/19/2014,0.15
3/20/2014,0.14
3/21/2014,0.14
3/24/2014,0.14
3/25/2014,0.13
3/26/2014,0.12
3/27/2014,0.12
3/28/2014,0.13
3/31/2014,0.13
4/1/2014,0.13
4/2/2014,0.12
4/3/2014,0.11
4/4/2014,0.11
4/7/2014,0.11
4/8/2014,0.11
4/9/2014,0.1
4/10/2014,0.09
4/11/2014,0.09
4/14/2014,0.1
4/15/2014,0.11
4/16/2014,0.11
4/17/2014,0.11
4/18/2014,.
4/21/2014,0.11
4/22/2014,0.11
4/23/2014,0.11
4/24/2014,0.1
4/25/2014,0.11
4/28/2014,0.1
4/29/2014,0.11
4/30/2014,0.11
5/1/2014,0.1
5/2/2014,0.1
5/5/2014,0.11
5/6/2014,0.1
5/7/2014,0.1
5/8/2014,0.1
5/9/2014,0.1
5/12/2014,0.09
5/13/2014,0.1
5/14/2014,0.1
5/15/2014,0.09
5/16/2014,0.09
5/19/2014,0.09
5/20/2014,0.09
5/21/2014,0.09
5/22/2014,0.09
5/23/2014,0.1
5/26/2014,.
5/27/2014,0.09
5/28/2014,0.1
5/29/2014,0.1
5/30/2014,0.1
6/2/2014,0.1
6/3/2014,0.1
6/4/2014,0.1
6/5/2014,0.1
6/6/2014,0.11
6/9/2014,0.11
6/10/2014,0.11
6/11/2014,0.11
6/12/2014,0.1
6/13/2014,0.11
6/16/2014,0.11
6/17/2014,0.11
6/18/2014,0.1
6/19/2014,0.09
6/20/2014,0.09
6/23/2014,0.1
6/24/2014,0.12
6/25/2014,0.11
6/26/2014,0.11
6/27/2014,0.1
6/30/2014,0.11
7/1/2014,0.11
7/2/2014,0.12
7/3/2014,0.11
7/4/2014,.
7/7/2014,0.12
7/8/2014,0.11
7/9/2014,0.11
7/10/2014,0.1
7/11/2014,0.11
7/14/2014,0.11
7/15/2014,0.11
7/16/2014,0.11
7/17/2014,0.1
7/18/2014,0.1
7/21/2014,0.11
7/22/2014,0.11
7/23/2014,0.11
7/24/2014,0.11
7/25/2014,0.11
7/28/2014,0.11
7/29/2014,0.12
7/30/2014,0.13
7/31/2014,0.12
8/1/2014,0.13
8/4/2014,0.12
8/5/2014,0.12
8/6/2014,0.11
8/7/2014,0.11
8/8/2014,0.1
8/11/2014,0.1
8/12/2014,0.1
8/13/2014,0.1
8/14/2014,0.1
8/15/2014,0.09
8/18/2014,0.1
8/19/2014,0.11
8/20/2014,0.12
8/21/2014,0.1
8/22/2014,0.1
8/25/2014,0.11
8/26/2014,0.12
8/27/2014,0.11
8/28/2014,0.11
8/29/2014,0.09
9/1/2014,.
9/2/2014,0.1
9/3/2014,0.11
9/4/2014,0.1
9/5/2014,0.1
9/8/2014,0.1
9/9/2014,0.11
9/10/2014,0.11
9/11/2014,0.11
9/12/2014,0.11
9/15/2014,0.11
9/16/2014,0.13
9/17/2014,0.12
9/18/2014,0.12
9/19/2014,0.11
9/22/2014,0.1
9/23/2014,0.1
9/24/2014,0.11
9/25/2014,0.1
9/26/2014,0.11
9/29/2014,0.11
9/30/2014,0.13
10/1/2014,0.1
10/2/2014,0.1
10/3/2014,0.11
10/6/2014,0.11
10/7/2014,0.1
10/8/2014,0.1
10/9/2014,0.1
10/10/2014,0.1
10/13/2014,.
10/14/2014,0.09
10/15/2014,0.1
10/16/2014,0.1
10/17/2014,0.11
10/20/2014,0.1
10/21/2014,0.1
10/22/2014,0.11
10/23/2014,0.11
10/24/2014,0.11
10/27/2014,0.11
10/28/2014,0.11
10/29/2014,0.11
10/30/2014,0.11
10/31/2014,0.11
11/3/2014,0.12
11/4/2014,0.11
11/5/2014,0.11
11/6/2014,0.12
11/7/2014,0.12
11/10/2014,0.13
11/11/2014,.
11/12/2014,0.14
11/13/2014,0.15
11/14/2014,0.15
11/17/2014,0.15
11/18/2014,0.14
11/19/2014,0.15
11/20/2014,0.14
11/21/2014,0.14
11/24/2014,0.14
11/25/2014,0.14
11/26/2014,0.14
11/27/2014,.
11/28/2014,0.13
12/1/2014,0.13
12/2/2014,0.14
12/3/2014,0.15
12/4/2014,0.14
12/5/2014,0.18
12/8/2014,0.18
12/9/2014,0.23
12/10/2014,0.21
12/11/2014,0.21
12/12/2014,0.19
12/15/2014,0.22
12/16/2014,0.21
12/17/2014,0.23
12/18/2014,0.25
12/19/2014,0.26
12/22/2014,0.28
12/23/2014,0.26
12/24/2014,0.26
12/25/2014,.
12/26/2014,0.26
12/29/2014,0.25
12/30/2014,0.23
12/31/2014,0.25
1/1/2015,.
1/2/2015,0.25
1/5/2015,0.26
1/6/2015,0.25
1/7/2015,0.25
1/8/2015,0.23
1/9/2015,0.22
1/12/2015,0.19
1/13/2015,0.2
1/14/2015,0.18
1/15/2015,0.16
1/16/2015,0.17
1/19/2015,.
1/20/2015,0.17
1/21/2015,0.17
1/22/2015,0.17
1/23/2015,0.17
1/26/2015,0.18
1/27/2015,0.17
1/28/2015,0.17
1/29/2015,0.17
1/30/2015,0.18
2/2/2015,0.17
2/3/2015,0.21
2/4/2015,0.2
2/5/2015,0.2
2/6/2015,0.26
2/9/2015,0.24
2/10/2015,0.25
2/11/2015,0.24
2/12/2015,0.23
2/13/2015,0.23
2/16/2015,.
2/17/2015,0.25
2/18/2015,0.23
2/19/2015,0.23
2/20/2015,0.23
2/23/2015,0.22
2/24/2015,0.22
2/25/2015,0.21
2/26/2015,0.22
2/27/2015,0.22
3/2/2015,0.22
3/3/2015,0.26
3/4/2015,0.26
3/5/2015,0.25
3/6/2015,0.27
3/9/2015,0.27
3/10/2015,0.25
3/11/2015,0.25
3/12/2015,0.24
3/13/2015,0.24
3/16/2015,0.26
3/17/2015,0.27
3/18/2015,0.23
3/19/2015,0.26
3/20/2015,0.24
3/23/2015,0.24
3/24/2015,0.24
3/25/2015,0.25
3/26/2015,0.28
3/27/2015,0.27
3/30/2015,0.27
3/31/2015,0.26
4/1/2015,0.27
4/2/2015,0.25
4/3/2015,0.21
4/6/2015,0.21
4/7/2015,0.22
4/8/2015,0.22
4/9/2015,0.22
4/10/2015,0.24
4/13/2015,0.23
4/14/2015,0.23
4/15/2015,0.23
4/16/2015,0.22
4/17/2015,0.23
4/20/2015,0.24
4/21/2015,0.23
4/22/2015,0.23
4/23/2015,0.24
4/24/2015,0.24
4/27/2015,0.25
4/28/2015,0.24
4/29/2015,0.25
4/30/2015,0.24
5/1/2015,0.25
5/4/2015,0.25
5/5/2015,0.24
5/6/2015,0.25
5/7/2015,0.24
5/8/2015,0.23
5/11/2015,0.25
5/12/2015,0.25
5/13/2015,0.24
5/14/2015,0.23
5/15/2015,0.23
5/18/2015,0.22
5/19/2015,0.23
5/20/2015,0.23
5/21/2015,0.22
5/22/2015,0.23
5/25/2015,.
5/26/2015,0.24
5/27/2015,0.27
5/28/2015,0.26
5/29/2015,0.26
6/1/2015,0.26
6/2/2015,0.26
6/3/2015,0.26
6/4/2015,0.27
6/5/2015,0.29
6/8/2015,0.27
6/9/2015,0.27
6/10/2015,0.28
6/11/2015,0.28
6/12/2015,0.28
6/15/2015,0.28
6/16/2015,0.28
6/17/2015,0.27
6/18/2015,0.26
6/19/2015,0.25
6/22/2015,0.27
6/23/2015,0.3
6/24/2015,0.3
6/25/2015,0.29
6/26/2015,0.29
6/29/2015,0.27
6/30/2015,0.28
7/1/2015,0.28
7/2/2015,0.26
7/3/2015,.
7/6/2015,0.26
7/7/2015,0.25
7/8/2015,0.24
7/9/2015,0.25
7/10/2015,0.28
7/13/2015,0.28
7/14/2015,0.27
7/15/2015,0.28
7/16/2015,0.29
7/17/2015,0.29
7/20/2015,0.31
7/21/2015,0.34
7/22/2015,0.34
7/23/2015,0.33
7/24/2015,0.32
7/27/2015,0.32
7/28/2015,0.32
7/29/2015,0.33
7/30/2015,0.36
7/31/2015,0.33
8/3/2015,0.33
8/4/2015,0.37
8/5/2015,0.38
8/6/2015,0.35
8/7/2015,0.38
8/10/2015,0.4
8/11/2015,0.37
8/12/2015,0.37
8/13/2015,0.4
8/14/2015,0.41
8/17/2015,0.4
8/18/2015,0.42
8/19/2015,0.39
8/20/2015,0.39
8/21/2015,0.36
8/24/2015,0.33
8/25/2015,0.36
8/26/2015,0.35
8/27/2015,0.36
8/28/2015,0.38
8/31/2015,0.39
9/1/2015,0.39
9/2/2015,0.37
9/3/2015,0.36
9/4/2015,0.36
9/7/2015,.
9/8/2015,0.39
9/9/2015,0.39
9/10/2015,0.39
9/11/2015,0.4
9/14/2015,0.4
9/15/2015,0.47
9/16/2015,0.46
9/17/2015,0.39
9/18/2015,0.35
9/21/2015,0.36
9/22/2015,0.35
9/23/2015,0.34
9/24/2015,0.32
9/25/2015,0.35
9/28/2015,0.34
9/29/2015,0.33
9/30/2015,0.33
10/1/2015,0.31
10/2/2015,0.25
10/5/2015,0.26
10/6/2015,0.26
10/7/2015,0.27
10/8/2015,0.27
10/9/2015,0.28
10/12/2015,.
10/13/2015,0.27
10/14/2015,0.21
10/15/2015,0.22
10/16/2015,0.23
10/19/2015,0.23
10/20/2015,0.23
10/21/2015,0.23
10/22/2015,0.23
10/23/2015,0.24
10/26/2015,0.25
10/27/2015,0.29
10/28/2015,0.33
10/29/2015,0.33
10/30/2015,0.34
11/2/2015,0.37
11/3/2015,0.39
11/4/2015,0.4
11/5/2015,0.42
11/6/2015,0.47
11/9/2015,0.47
11/10/2015,0.51
11/11/2015,.
11/12/2015,0.51
11/13/2015,0.5
11/16/2015,0.5
11/17/2015,0.5
11/18/2015,0.49
11/19/2015,0.49
11/20/2015,0.49
11/23/2015,0.5
11/24/2015,0.52
11/25/2015,0.52
11/26/2015,.
11/27/2015,0.5
11/30/2015,0.51
12/1/2015,0.51
12/2/2015,0.52
12/3/2015,0.57
12/4/2015,0.6
12/7/2015,0.67
12/8/2015,0.76
12/9/2015,0.72
12/10/2015,0.71
12/11/2015,0.68
12/14/2015,0.68
12/15/2015,0.69
12/16/2015,0.7
12/17/2015,0.69
12/18/2015,0.67
12/21/2015,0.64
12/22/2015,0.66
12/23/2015,0.65
12/24/2015,0.64
12/25/2015,.
12/28/2015,0.66
12/29/2015,0.67
12/30/2015,0.64
12/31/2015,0.65
1/1/2016,.
1/4/2016,0.61
1/5/2016,0.68
1/6/2016,0.67
1/7/2016,0.66
1/8/2016,0.64
1/11/2016,0.63
1/12/2016,0.62
1/13/2016,0.6
1/14/2016,0.55
1/15/2016,0.49
1/18/2016,.
1/19/2016,0.48
1/20/2016,0.43
1/21/2016,0.44
1/22/2016,0.47
1/25/2016,0.47
1/26/2016,0.47
1/27/2016,0.47
1/28/2016,0.47
1/29/2016,0.47
2/1/2016,0.47
2/2/2016,0.54
2/3/2016,0.54
2/4/2016,0.52
2/5/2016,0.55
2/8/2016,0.51
2/9/2016,0.52
2/10/2016,0.52
2/11/2016,0.47
2/12/2016,0.51
2/15/2016,.
2/16/2016,0.51
2/17/2016,0.53
2/18/2016,0.53
2/19/2016,0.53
2/22/2016,0.55
2/23/2016,0.55
2/24/2016,0.55
2/25/2016,0.56
2/26/2016,0.6
2/29/2016,0.62
3/1/2016,0.68
3/2/2016,0.67
3/3/2016,0.65
3/4/2016,0.67
3/7/2016,0.67
3/8/2016,0.68
3/9/2016,0.68
3/10/2016,0.69
3/11/2016,0.7
3/14/2016,0.7
3/15/2016,0.71
3/16/2016,0.66
3/17/2016,0.64
3/18/2016,0.62
3/21/2016,0.63
3/22/2016,0.64
3/23/2016,0.64
3/24/2016,0.63
3/25/2016,.
3/28/2016,0.65
3/29/2016,0.63
3/30/2016,0.61
3/31/2016,0.59
4/1/2016,0.62
4/4/2016,0.59
4/5/2016,0.56
4/6/2016,0.55
4/7/2016,0.52
4/8/2016,0.54
4/11/2016,0.53
4/12/2016,0.54
4/13/2016,0.55
4/14/2016,0.55
4/15/2016,0.53
4/18/2016,0.52
4/19/2016,0.53
4/20/2016,0.54
4/21/2016,0.56
4/22/2016,0.56
4/25/2016,0.57
4/26/2016,0.61
4/27/2016,0.58
4/28/2016,0.56
4/29/2016,0.56
5/2/2016,0.55
5/3/2016,0.53
5/4/2016,0.52
5/5/2016,0.51
5/6/2016,0.51
5/9/2016,0.51
5/10/2016,0.52
5/11/2016,0.53
5/12/2016,0.54
5/13/2016,0.55
5/16/2016,0.57
5/17/2016,0.58
5/18/2016,0.63
5/19/2016,0.64
5/20/2016,0.67
5/23/2016,0.69
5/24/2016,0.69
5/25/2016,0.67
5/26/2016,0.65
5/27/2016,0.68
5/30/2016,.
5/31/2016,0.68
6/1/2016,0.7
6/2/2016,0.68
6/3/2016,0.6
6/6/2016,0.6
6/7/2016,0.59
6/8/2016,0.6
6/9/2016,0.59
6/10/2016,0.57
6/13/2016,0.55
6/14/2016,0.55
6/15/2016,0.52
6/16/2016,0.53
6/17/2016,0.51
6/20/2016,0.56
6/21/2016,0.57
6/22/2016,0.56
6/23/2016,0.58
6/24/2016,0.48
6/27/2016,0.45
6/28/2016,0.45
6/29/2016,0.46
6/30/2016,0.45
7/1/2016,0.45
7/4/2016,.
7/5/2016,0.44
7/6/2016,0.46
7/7/2016,0.47
7/8/2016,0.48
7/11/2016,0.5
7/12/2016,0.52
7/13/2016,0.51
7/14/2016,0.53
7/15/2016,0.52
7/18/2016,0.52
7/19/2016,0.56
7/20/2016,0.56
7/21/2016,0.54
7/22/2016,0.55
7/25/2016,0.55
7/26/2016,0.55
7/27/2016,0.53
7/28/2016,0.53
7/29/2016,0.5
8/1/2016,0.5
8/2/2016,0.5
8/3/2016,0.53
8/4/2016,0.51
8/5/2016,0.56
8/8/2016,0.57
8/9/2016,0.55
8/10/2016,0.55
8/11/2016,0.55
8/12/2016,0.56
8/15/2016,0.56
8/16/2016,0.57
8/17/2016,0.58
8/18/2016,0.58
8/19/2016,0.59
8/22/2016,0.58
8/23/2016,0.58
8/24/2016,0.59
8/25/2016,0.6
8/26/2016,0.62
8/29/2016,0.62
8/30/2016,0.61
8/31/2016,0.61
9/1/2016,0.6
9/2/2016,0.59
9/5/2016,.
9/6/2016,0.56
9/7/2016,0.57
9/8/2016,0.57
9/9/2016,0.58
9/12/2016,0.57
9/13/2016,0.63
9/14/2016,0.62
9/15/2016,0.6
9/16/2016,0.61
9/19/2016,0.6
9/20/2016,0.61
9/21/2016,0.61
9/22/2016,0.6
9/23/2016,0.6
9/26/2016,0.58
9/27/2016,0.58
9/28/2016,0.6
9/29/2016,0.59
9/30/2016,0.59
10/3/2016,0.63
10/4/2016,0.64
10/5/2016,0.65
10/6/2016,0.65
10/7/2016,0.66
10/10/2016,.
10/11/2016,0.69
10/12/2016,0.68
10/13/2016,0.66
10/14/2016,0.66
10/17/2016,0.65
10/18/2016,0.66
10/19/2016,0.65
10/20/2016,0.66
10/21/2016,0.66
10/24/2016,0.66
10/25/2016,0.66
10/26/2016,0.67
10/27/2016,0.68
10/28/2016,0.66
10/31/2016,0.66
11/1/2016,0.65
11/2/2016,0.64
11/3/2016,0.64
11/4/2016,0.62
11/7/2016,0.63
11/8/2016,0.71
11/9/2016,0.72
11/10/2016,0.72
11/11/2016,.
11/14/2016,0.77
11/15/2016,0.78
11/16/2016,0.76
11/17/2016,0.77
11/18/2016,0.77
11/21/2016,0.78
11/22/2016,0.78
11/23/2016,0.8
11/24/2016,.
11/25/2016,0.81
11/28/2016,0.79
